Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
199,Amir Coffey,27,LAC,SG,71,13,24.6,3.4,7.2,.471,1.4,3.5,.409,2.0,3.7,.529,.570,1.6,1.8,.891,0.5,1.8,2.3,1.1,0.6,0.1,0.6,1.7,9.8,,coffeam01
200,Tosan Evbuomwan,23,BRK,SF,27,0,23.9,3.5,8.1,.429,0.9,2.9,.312,2.6,5.3,.493,.484,2.0,2.6,.746,1.2,3.1,4.3,1.9,0.9,0.4,1.4,1.9,9.8,,evbuoto01
201,Max Christie,21,2TM,SG,77,35,27.1,3.2,7.5,.426,1.5,4.0,.370,1.7,3.5,.492,.526,1.7,1.9,.853,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.5,,chrisma02
201,Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,.444,1.3,3.5,.368,1.5,2.7,.544,.549,1.6,1.9,.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,,chrisma02
201,Max Christie,21,DAL,SG,31,10,30.1,3.8,9.3,.408,1.8,4.8,.372,2.0,4.5,.447,.503,1.7,2.0,.857,0.4,3.8,4.2,2.5,0.9,0.3,1.5,1.3,11.1,,chrisma02
202,Cole Anthony,24,ORL,PG,66,22,18.5,3.5,8.2,.424,1.2,3.3,.355,2.3,4.9,.471,.495,1.4,1.7,.823,0.7,2.4,3.1,2.8,0.7,0.5,1.6,2.3,9.5,,anthoco01
203,Kyle Filipowski,21,UTA,C,71,26,21.0,3.6,7.1,.503,1.1,3.0,.347,2.5,4.1,.619,.577,1.3,2.0,.648,1.6,4.6,6.2,1.9,0.7,0.3,1.4,2.3,9.5,,filipky01
204,Nickeil Alexander-Walker,26,MIN,SG,81,10,25.2,3.3,7.5,.440,1.7,4.5,.384,1.6,3.0,.522,.554,1.1,1.4,.778,0.7,2.5,3.2,2.7,0.6,0.4,1.2,1.7,9.4,,alexani01
205,Miles McBride,24,NYK,PG,63,9,24.8,3.4,8.5,.405,1.8,4.8,.370,1.7,3.7,.452,.510,0.8,1.0,.806,0.7,1.7,2.5,2.8,1.0,0.3,0.6,1.7,9.4,,mcbrimi01
206,Max Strus,28,CLE,SF,50,37,25.5,3.3,7.5,.442,2.3,5.9,.386,1.0,1.6,.650,.594,0.6,0.7,.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,,strusma01
207,Jalen Wilson,24,BRK,PF,78,21,25.6,3.1,7.8,.394,1.5,4.5,.331,1.6,3.3,.482,.490,1.7,2.1,.827,1.0,2.4,3.4,1.8,0.5,0.1,1.0,2.1,9.4,,wilsoja03
208,Nick Richards,27,2TM,C,57,43,22.0,3.6,6.1,.591,0.0,0.0,.000,3.6,6.1,.594,.591,2.1,2.8,.744,2.6,5.6,8.2,0.9,0.2,1.0,1.4,2.5,9.3,,richani01
208,Nick Richards,27,CHO,C,21,9,21.0,3.0,5.4,.561,0.0,0.0,.000,3.0,5.4,.566,.561,2.8,4.1,.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,,richani01
208,Nick Richards,27,PHO,C,36,34,22.7,3.9,6.5,.605,0.0,0.0,.000,3.9,6.4,.608,.605,1.7,2.0,.822,2.7,5.9,8.6,0.6,0.2,0.8,1.3,2.6,9.5,,richani01
209,Anthony Black,21,ORL,PG,77,9,24.0,3.3,7.8,.422,0.8,2.5,.311,2.5,5.4,.473,.471,1.9,2.5,.762,0.6,2.2,2.9,3.1,1.1,0.6,1.8,2.2,9.3,,blackan01
210,Cam Whitmore,20,HOU,SF,50,3,16.2,3.5,7.9,.443,1.3,3.6,.348,2.3,4.3,.523,.523,1.0,1.4,.743,0.7,2.3,3.0,1.0,0.6,0.3,0.9,0.9,9.3,,whitmca01
211,Wendell Carter Jr.,25,ORL,C,67,50,26.0,3.4,7.2,.465,0.6,2.3,.237,2.8,4.9,.573,.503,1.9,2.6,.738,2.3,5.0,7.3,2.0,0.8,0.6,1.1,3.0,9.2,,cartewe01
212,Zach Edey,22,MEM,C,66,55,21.5,3.8,6.6,.580,0.3,0.8,.346,3.5,5.8,.612,.600,1.4,1.9,.709,3.5,4.8,8.3,1.0,0.5,1.3,1.3,2.8,9.2,,edeyza01
213,Kel'el Ware,20,MIA,C,63,35,22.3,4.0,7.2,.555,0.5,1.7,.315,3.4,5.5,.631,.593,0.7,1.1,.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.2,,wareke01
214,Noah Clowney,20,BRK,PF,46,20,22.7,2.9,8.1,.358,1.9,5.7,.333,1.0,2.4,.414,.474,1.5,1.7,.838,0.9,3.0,3.9,0.9,0.5,0.5,1.0,2.3,9.1,,clownno01
215,T.J. McConnell,32,IND,PG,78,1,17.9,4.1,7.9,.519,0.2,0.6,.306,3.9,7.3,.538,.532,0.7,1.0,.740,0.6,1.9,2.5,4.5,1.1,0.3,1.4,1.0,9.1,,mccontj01
216,Yves Missi,20,NOP,C,73,67,26.8,3.7,6.7,.547,0.0,0.0,.000,3.7,6.7,.548,.547,1.7,2.8,.623,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2.0,9.1,,missiyv01
217,Royce O'Neale,31,PHO,SF,74,22,24.5,3.2,7.6,.426,2.4,5.9,.411,0.8,1.7,.477,.585,0.3,0.4,.731,0.7,4.0,4.7,2.2,0.9,0.5,0.9,2.0,9.1,,onealro01
218,Marcus Smart,30,2TM,PG,34,7,20.0,3.0,7.6,.393,1.4,4.1,.348,1.5,3.4,.448,.488,1.6,2.1,.761,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9.0,,smartma01
218,Marcus Smart,30,MEM,PG,19,6,21.1,2.8,7.8,.358,1.5,4.7,.322,1.3,3.1,.414,.456,1.6,1.9,.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,,smartma01
218,Marcus Smart,30,WAS,PG,15,1,18.7,3.2,7.3,.440,1.3,3.4,.392,1.9,3.9,.483,.532,1.6,2.3,.686,0.3,1.7,1.9,2.5,1.1,0.2,1.3,1.5,9.3,,smartma01
219,Killian Hayes,23,BRK,PG,6,5,27.0,3.0,7.2,.419,1.3,3.5,.381,1.7,3.7,.455,.512,1.7,2.0,.833,0.8,2.2,3.0,5.2,0.7,0.7,1.5,2.2,9.0,,hayeski01
220,Al Horford,38,BOS,C,60,42,27.7,3.3,7.7,.423,1.9,5.2,.363,1.4,2.5,.551,.547,0.6,0.6,.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9.0,,horfoal01
221,Julian Strawther,22,DEN,SG,64,4,21.5,3.3,7.5,.432,1.5,4.2,.351,1.8,3.3,.535,.530,1.1,1.3,.821,0.3,2.0,2.2,1.3,0.6,0.3,0.9,2.3,9.0,,strawju01
222,Clint Capela,30,ATL,C,55,41,21.4,4.0,7.1,.559,0.0,0.0,.000,4.0,7.1,.560,.559,0.9,1.8,.536,3.2,5.4,8.5,1.1,0.6,1.0,0.9,1.9,8.9,,capelca01
223,Dante Exum,29,DAL,PG,19,12,18.8,3.3,6.8,.481,1.2,2.7,.451,2.1,4.1,.500,.570,1.2,1.6,.742,0.2,1.4,1.6,2.8,0.6,0.2,1.2,1.7,8.9,,exumda01
224,Draymond Green,34,GSW,PF,67,65,29.0,3.1,7.5,.422,1.1,3.6,.317,2.0,3.9,.519,.498,1.5,2.2,.687,1.1,5.0,6.1,5.7,1.5,1.0,2.6,3.2,8.9,,greendr01
225,Luke Kennard,28,MEM,SG,65,11,22.6,3.2,6.6,.478,1.7,4.0,.433,1.4,2.6,.547,.609,0.8,0.9,.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,,kennalu01
226,A.J. Lawson,24,TOR,SG,25,2,18.6,3.1,7.3,.421,1.3,3.9,.330,1.8,3.4,.523,.508,1.4,2.2,.643,0.8,2.6,3.4,1.2,0.5,0.2,0.6,1.7,8.9,,lawsoaj01
227,Tristan Vukcevic,21,WAS,C,34,1,13.9,3.3,6.8,.483,1.0,2.8,.354,2.3,3.9,.575,.557,1.4,1.8,.767,0.7,2.8,3.5,1.0,0.3,0.6,1.1,1.6,8.9,,vukcetr01
228,Patrick Williams,23,CHI,PF,62,36,25.0,3.2,8.1,.395,1.5,4.3,.352,1.7,3.9,.442,.487,1.0,1.3,.732,0.7,3.0,3.7,1.9,0.7,0.5,1.3,1.4,8.9,,willipa01
229,Jared Butler,24,2TM,SG,59,16,17.3,3.3,7.4,.450,1.0,2.8,.362,2.3,4.6,.502,.517,1.2,1.5,.816,0.4,1.4,1.8,3.6,0.7,0.2,1.3,1.6,8.8,,butleja02
229,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,.483,0.5,1.3,.366,2.2,4.2,.519,.526,1.1,1.4,.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,,butleja02
229,Jared Butler,24,PHI,SG,27,16,24.3,4.1,9.6,.427,1.6,4.5,.361,2.5,5.1,.486,.512,1.3,1.6,.857,0.4,2.1,2.5,4.9,1.1,0.3,1.7,2.0,11.2,,butleja02
230,Jusuf Nurkić,30,2TM,C,50,31,20.7,3.2,6.8,.474,0.6,2.0,.304,2.6,4.8,.546,.519,1.7,2.5,.672,1.7,6.1,7.8,2.3,0.7,0.7,1.9,2.6,8.8,,nurkiju01
230,Jusuf Nurkić,30,PHO,C,25,23,23.7,3.0,6.5,.454,0.8,2.4,.322,2.2,4.2,.529,.512,1.9,2.8,.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,,nurkiju01
230,Jusuf Nurkić,30,CHO,C,25,8,17.7,3.5,7.2,.492,0.5,1.7,.279,3.0,5.4,.559,.525,1.4,2.2,.643,1.5,4.9,6.4,2.6,0.6,0.7,1.5,2.0,9.0,,nurkiju01
231,Kentavious Caldwell-Pope,31,ORL,SG,76,76,29.9,3.1,7.1,.441,1.5,4.3,.346,1.6,2.8,.587,.545,1.1,1.3,.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.8,,caldwke01
232,Johnny Juzang,23,UTA,SG,63,17,19.7,3.1,7.4,.427,1.8,4.9,.373,1.3,2.5,.532,.551,0.7,0.8,.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2.0,8.8,,juzanjo01
233,Dalton Knecht,23,LAL,SF,77,15,18.9,3.2,7.0,.463,1.6,4.3,.375,1.6,2.7,.601,.577,0.8,1.0,.750,0.5,2.2,2.7,0.9,0.3,0.1,0.5,1.2,8.8,,knechda01
234,Kelly Olynyk,33,2TM,C,44,22,20.3,3.0,6.1,.500,0.8,1.8,.418,2.3,4.3,.534,.562,1.9,2.5,.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,,olynyke01
234,Kelly Olynyk,33,TOR,C,24,2,16.0,2.5,4.9,.500,0.8,1.8,.442,1.7,3.1,.533,.581,1.4,1.8,.791,1.0,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,,olynyke01
234,Kelly Olynyk,33,NOP,C,20,20,25.4,3.8,7.5,.500,0.7,1.8,.389,3.1,5.7,.535,.547,2.5,3.3,.754,1.9,4.0,5.9,3.6,0.9,0.6,2.1,3.2,10.7,,olynyke01
235,Dorian Finney-Smith,31,2TM,PF,63,40,28.9,3.1,6.9,.448,2.0,5.0,.411,1.0,1.9,.545,.597,0.5,0.7,.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.2,8.7,,finnedo01
235,Dorian Finney-Smith,31,BRK,PF,20,20,29.0,3.7,8.0,.459,2.4,5.4,.435,1.3,2.6,.510,.607,0.8,1.2,.625,1.6,3.0,4.6,1.6,0.9,0.6,0.9,2.7,10.4,,finnedo01
235,Dorian Finney-Smith,31,LAL,PF,43,20,28.8,2.8,6.4,.442,1.9,4.8,.398,0.9,1.6,.571,.591,0.3,0.5,.714,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,7.9,,finnedo01
236,Oshae Brissett,26,PHI,SF,6,2,23.7,3.2,6.5,.487,1.0,3.0,.333,2.2,3.5,.619,.564,1.3,2.3,.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,,brissos01
237,Isaiah Collier,20,UTA,PG,71,46,25.9,3.3,7.8,.422,0.6,2.4,.249,2.7,5.4,.497,.459,1.5,2.2,.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,,colliis01
238,Kyshawn George,21,WAS,SG,67,37,26.7,3.0,8.1,.371,1.7,5.3,.321,1.3,2.8,.463,.475,1.0,1.4,.753,0.7,3.5,4.2,2.5,1.0,0.7,1.4,3.0,8.7,,georgky01
239,Dereck Lively II,20,DAL,C,36,29,23.1,3.7,5.3,.702,0.0,0.0,,3.7,5.3,.702,.702,1.3,2.0,.630,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,,livelde01
240,Chris Paul,39,SAS,PG,81,81,27.9,3.0,7.0,.428,1.7,4.5,.378,1.3,2.5,.517,.549,1.0,1.1,.932,0.4,3.2,3.6,7.4,1.2,0.3,1.6,1.8,8.7,,paulch01
241,Matas Buzelis,20,CHI,SF,79,30,18.9,3.2,7.0,.451,1.2,3.4,.358,1.9,3.6,.537,.537,1.1,1.4,.815,0.7,2.8,3.5,1.0,0.4,0.9,0.9,1.6,8.6,,buzelma01
242,Jaden Hardy,22,DAL,SG,56,3,15.6,3.1,7.1,.438,1.3,3.4,.394,1.8,3.7,.478,.531,1.0,1.5,.695,0.2,1.4,1.5,1.4,0.5,0.1,1.4,1.6,8.6,,hardyja02
243,Svi Mykhailiuk,27,UTA,SF,37,13,19.5,3.1,7.9,.386,1.8,5.3,.335,1.3,2.6,.490,.498,0.8,0.9,.800,0.6,1.7,2.3,1.9,0.5,0.2,1.4,1.2,8.6,,mykhasv01
244,Ja'Kobe Walter,20,TOR,SG,52,18,21.2,3.1,7.6,.405,1.3,3.6,.349,1.8,4.0,.454,.487,1.3,1.6,.795,1.1,1.9,3.1,1.6,0.8,0.2,1.0,1.8,8.6,,walteja01
245,Brandon Williams,25,DAL,PG,32,2,15.0,3.1,5.8,.527,0.8,1.9,.400,2.3,3.9,.587,.591,1.7,2.0,.859,0.3,1.3,1.7,2.4,0.8,0.1,1.2,1.0,8.6,,willibr03
246,Justin Champagnie,23,WAS,SF,61,30,21.3,3.3,6.5,.504,1.1,3.0,.375,2.1,3.5,.616,.591,0.8,1.2,.704,1.8,3.9,5.7,1.0,1.0,0.6,0.9,1.8,8.5,,champju01
247,Tyrese Martin,25,BRK,SG,59,10,21.8,3.1,7.6,.401,1.6,4.7,.351,1.4,3.0,.480,.509,0.7,0.9,.786,0.9,2.6,3.6,2.1,0.6,0.1,1.2,1.3,8.5,,martity01
248,Larry Nance Jr.,32,ATL,PF,24,3,19.3,3.3,6.5,.516,1.4,3.2,.447,1.9,3.3,.582,.626,0.4,0.5,.692,1.0,3.3,4.3,1.6,0.8,0.5,0.7,1.5,8.5,,nancela02
249,Jared Rhoden,25,2TM,SG,14,2,16.2,3.0,6.2,.483,0.9,2.8,.308,2.1,3.4,.625,.552,1.6,1.8,.880,1.0,2.0,3.0,1.1,0.7,0.1,0.6,1.4,8.4,,rhodeja01
249,Jared Rhoden,25,CHO,SG,4,0,3.0,0.5,2.0,.250,0.0,0.5,.000,0.5,1.5,.333,.250,0.0,0.0,,0.5,0.5,1.0,0.5,0.3,0.0,0.3,0.3,1.0,,rhodeja01
249,Jared Rhoden,25,TOR,SG,10,2,21.5,4.0,7.9,.506,1.2,3.7,.324,2.8,4.2,.667,.582,2.2,2.5,.880,1.2,2.6,3.8,1.4,0.9,0.2,0.8,1.9,11.4,,rhodeja01
250,Sam Hauser,27,BOS,PF,70,18,21.6,3.0,6.6,.452,2.3,5.6,.413,0.7,1.0,.658,.626,0.1,0.1,1.000,0.6,2.5,3.2,0.9,0.6,0.2,0.3,1.2,8.4,,hausesa01
251,Jaylen Nowell,25,NOP,SG,8,0,21.0,3.3,9.1,.356,1.0,3.4,.296,2.3,5.8,.391,.411,0.9,1.4,.636,0.8,1.8,2.5,2.3,0.1,0.5,1.0,1.1,8.4,,nowelja01
252,Cason Wallace,21,OKC,SG,68,43,27.6,3.4,7.2,.474,1.1,3.1,.356,2.3,4.1,.562,.550,0.4,0.5,.811,1.0,2.3,3.4,2.5,1.8,0.5,0.9,2.1,8.4,,wallaca01
253,Bruce Brown,28,2TM,PG,41,12,22.5,3.2,7.5,.421,0.7,2.0,.333,2.5,5.6,.452,.464,1.3,1.6,.815,1.0,3.0,4.0,2.0,0.8,0.2,1.0,1.7,8.3,,brownbr01
253,Bruce Brown,28,TOR,PG,18,0,19.6,3.2,7.3,.435,0.6,2.0,.306,2.6,5.3,.484,.477,1.4,1.6,.897,0.9,2.8,3.8,1.6,0.9,0.2,1.1,1.4,8.4,,brownbr01
253,Bruce Brown,28,NOP,PG,23,12,24.7,3.2,7.7,.410,0.7,2.0,.356,2.5,5.8,.429,.455,1.2,1.6,.750,1.0,3.2,4.2,2.4,0.7,0.3,0.9,2.0,8.2,,brownbr01
254,Brandon Clarke,28,MEM,PF,64,18,18.9,3.7,5.9,.621,0.0,0.3,.059,3.7,5.7,.647,.622,1.0,1.4,.701,2.0,3.1,5.1,1.0,0.8,0.6,0.6,2.3,8.3,,clarkbr01
255,Mike Conley,37,MIN,PG,70,63,24.9,2.7,6.6,.402,1.8,4.4,.412,0.9,2.2,.382,.539,1.2,1.3,.900,0.5,2.1,2.6,4.5,1.1,0.2,1.1,1.6,8.3,,conlemi01
256,Keon Ellis,25,SAC,SG,79,27,24.3,2.8,5.8,.489,1.7,4.0,.437,1.1,1.8,.607,.640,0.9,1.1,.849,0.8,1.9,2.7,1.5,1.5,0.8,0.9,2.2,8.3,,elliske01
257,Tyson Etienne,25,BRK,PG,6,0,22.3,2.7,8.2,.327,2.0,6.8,.293,0.7,1.3,.500,.449,1.0,1.3,.750,0.5,1.0,1.5,1.8,0.5,0.2,1.3,2.7,8.3,,etienty01
258,Quinten Post,24,GSW,PF,41,14,16.5,3.0,6.7,.451,1.8,4.3,.410,1.2,2.3,.526,.584,0.5,0.7,.778,0.9,2.7,3.5,1.4,0.4,0.4,0.8,2.0,8.3,,postqu01
259,Taurean Prince,30,MIL,SF,80,73,27.1,2.9,6.4,.457,1.8,4.2,.439,1.1,2.2,.492,.600,0.5,0.6,.813,0.4,3.2,3.6,1.9,1.0,0.2,1.0,2.1,8.2,,princta02
260,Dalano Banton,25,POR,PG,66,6,16.4,2.9,7.3,.392,1.0,3.2,.324,1.8,4.2,.444,.462,1.3,1.8,.727,0.4,1.5,2.0,2.3,0.6,0.5,1.3,0.8,8.1,,bantoda01
261,Jaime Jaquez Jr.,23,MIA,SF,65,16,20.4,3.0,6.7,.449,0.5,1.7,.310,2.5,5.0,.497,.489,1.6,2.1,.756,1.3,3.0,4.3,2.4,0.9,0.2,1.5,1.2,8.1,,jaqueja01
262,Jalen Smith,24,CHI,C,63,2,15.0,2.9,6.3,.468,1.1,3.5,.324,1.8,2.8,.648,.558,1.1,1.4,.816,1.4,4.1,5.5,1.0,0.3,0.7,0.6,1.5,8.1,,smithja04
263,Peyton Watson,22,DEN,SF,67,18,24.5,3.0,6.3,.476,0.7,2.0,.346,2.3,4.3,.536,.531,1.4,2.0,.696,0.7,2.7,3.4,1.4,0.7,1.4,0.8,1.8,8.1,,watsope01
264,Davion Mitchell,26,2TM,PG,73,36,27.5,3.0,6.5,.468,1.2,2.9,.398,1.9,3.6,.525,.557,0.8,1.2,.690,0.5,1.8,2.2,4.9,1.0,0.2,1.7,2.5,8.0,,mitchda01
264,Davion Mitchell,26,TOR,PG,44,22,24.5,2.4,5.5,.434,1.0,2.7,.359,1.5,2.9,.504,.520,0.6,0.8,.676,0.4,1.6,1.9,4.6,0.7,0.2,1.8,2.6,6.3,,mitchda01
264,Davion Mitchell,26,MIA,PG,29,14,32.0,4.0,7.9,.504,1.4,3.2,.447,2.5,4.6,.545,.596,1.1,1.6,.702,0.7,2.0,2.7,5.2,1.4,0.3,1.7,2.4,10.5,,mitchda01
265,Caleb Martin,29,2TM,SF,44,24,27.2,2.9,6.7,.426,0.8,2.3,.370,2.0,4.5,.454,.488,1.4,2.2,.622,1.2,2.8,4.0,2.2,1.0,0.5,1.3,1.9,8.0,,martica02
265,Caleb Martin,29,PHI,SF,31,24,30.4,3.3,7.5,.435,1.1,2.8,.379,2.2,4.7,.469,.506,1.5,2.4,.622,1.4,3.0,4.4,2.2,1.1,0.6,1.4,2.0,9.1,,martica02
265,Caleb Martin,29,DAL,SF,13,0,19.5,1.9,4.9,.391,0.3,1.0,.308,1.6,3.9,.412,.422,1.2,1.8,.625,0.7,2.2,2.9,2.0,0.9,0.2,1.0,1.7,5.3,,martica02
266,KJ Simpson,22,CHO,PG,35,14,23.1,2.9,8.4,.349,0.9,3.7,.258,2.0,4.8,.419,.405,1.2,1.4,.820,1.1,1.9,3.0,3.1,0.9,0.2,1.5,1.5,8.0,,simpskj01
267,Day'Ron Sharpe,23,BRK,C,50,2,18.1,3.3,6.3,.521,0.2,0.9,.244,3.1,5.4,.566,.538,1.1,1.5,.757,3.0,3.6,6.6,1.8,0.8,0.8,1.3,2.3,7.9,,sharpda01
268,Karlo Matković,23,NOP,PF,42,7,18.8,3.2,5.6,.574,0.5,1.6,.318,2.7,4.0,.675,.619,0.8,1.0,.773,1.5,3.5,5.0,1.1,0.5,1.0,1.0,2.5,7.7,,matkoka01
269,Lonzo Ball,27,CHI,PG,35,14,22.2,2.5,6.9,.366,1.9,5.6,.344,0.6,1.4,.458,.504,0.6,0.8,.815,0.7,2.7,3.4,3.3,1.3,0.5,1.2,1.6,7.6,,balllo01
270,Terance Mann,28,2TM,SG,66,12,21.0,3.0,6.0,.491,0.9,2.4,.373,2.1,3.6,.571,.566,0.7,1.0,.697,1.0,2.0,3.0,1.8,0.7,0.2,0.7,1.9,7.5,,mannte01
270,Terance Mann,28,LAC,SG,37,12,19.8,2.4,5.3,.446,0.7,2.0,.347,1.6,3.2,.508,.513,0.6,0.9,.719,0.9,2.0,2.9,1.6,0.8,0.3,0.7,1.8,6.0,,mannte01
270,Terance Mann,28,ATL,SG,29,0,22.5,3.8,7.0,.534,1.2,3.0,.395,2.6,4.1,.636,.618,0.8,1.2,.676,1.2,1.9,3.1,2.0,0.7,0.1,0.7,2.1,9.5,,mannte01
271,AJ Johnson,20,2TM,SG,28,10,21.1,2.7,7.0,.386,0.8,3.0,.259,1.9,4.0,.482,.442,1.1,1.3,.865,0.3,1.8,2.1,2.4,0.4,0.1,1.2,1.7,7.4,,johnsaj01
271,AJ Johnson,20,MIL,SG,7,0,6.3,1.1,2.7,.421,0.4,0.7,.600,0.7,2.0,.357,.500,0.1,0.3,.500,0.0,1.0,1.0,1.0,0.1,0.0,0.6,0.0,2.9,,johnsaj01
271,AJ Johnson,20,WAS,SG,21,10,26.0,3.2,8.5,.382,0.9,3.8,.238,2.3,4.7,.500,.435,1.5,1.7,.886,0.4,2.0,2.4,2.9,0.5,0.1,1.4,2.3,8.9,,johnsaj01
272,Damion Baugh,24,CHO,SG,14,2,24.6,2.8,8.6,.325,0.9,3.8,.226,1.9,4.8,.403,.375,0.9,1.1,.867,0.8,2.3,3.1,3.6,1.0,0.1,1.9,1.4,7.4,,baughda01
273,A.J. Green,25,MIL,SG,72,6,22.8,2.5,5.8,.430,2.1,5.0,.426,0.4,0.8,.450,.612,0.3,0.4,.815,0.3,2.1,2.4,1.4,0.5,0.1,0.6,2.2,7.4,,greenaj01
274,Josh Green,24,CHO,SG,68,67,27.8,2.6,6.2,.428,1.4,3.6,.391,1.2,2.5,.480,.543,0.7,1.1,.681,0.8,1.7,2.5,1.6,1.1,0.2,1.0,2.4,7.4,,greenjo02
275,Richaun Holmes,31,WAS,PF,31,7,17.2,2.9,4.5,.647,0.0,0.1,.000,2.9,4.4,.662,.647,1.6,1.9,.833,2.0,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,holmeri01
276,Garrison Mathews,28,ATL,SG,46,2,17.2,2.1,5.4,.395,1.8,4.6,.389,0.3,0.8,.432,.560,1.4,1.7,.818,0.3,1.5,1.8,1.3,0.6,0.3,0.6,1.7,7.4,,mathega01
277,Alec Burks,33,MIA,SG,49,14,17.6,2.3,5.5,.424,1.8,4.2,.425,0.6,1.3,.422,.587,0.8,1.0,.776,0.3,2.2,2.5,1.1,0.6,0.1,0.6,0.8,7.3,,burksal01
278,Ricky Council IV,23,PHI,SF,72,12,17.1,2.4,6.3,.385,0.8,2.9,.258,1.7,3.4,.492,.444,1.7,2.1,.801,0.7,2.2,2.9,1.3,0.4,0.2,0.7,0.9,7.3,,councri01
279,N'Faly Dante,23,HOU,C,3,0,15.3,3.0,4.0,.750,0.0,0.0,,3.0,4.0,.750,.750,1.3,1.7,.800,2.0,3.7,5.7,0.7,0.3,1.7,0.7,2.7,7.3,,nfalyda01
280,Andre Drummond,31,PHI,C,40,23,18.8,2.9,5.9,.500,0.1,0.5,.150,2.9,5.4,.533,.506,1.4,2.3,.622,2.7,5.0,7.8,0.9,1.0,0.5,1.4,2.4,7.3,,drumman01
281,GG Jackson II,20,MEM,PF,28,2,15.1,2.6,6.7,.385,1.1,3.3,.337,1.5,3.4,.432,.468,1.0,1.4,.725,0.9,2.2,3.1,0.9,0.4,0.2,1.0,1.0,7.3,,jacksgg01
282,Tre Jones,25,2TM,PG,46,9,19.7,2.8,5.2,.538,0.4,1.0,.396,2.4,4.1,.574,.578,1.2,1.5,.821,0.7,1.8,2.5,4.2,0.8,0.2,0.8,1.2,7.2,,jonestr01
282,Tre Jones,25,SAS,PG,28,0,16.1,1.6,3.3,.484,0.3,0.9,.308,1.3,2.4,.552,.527,0.9,1.2,.758,0.5,1.5,2.1,3.7,0.6,0.2,0.8,1.2,4.4,,jonestr01
282,Tre Jones,25,CHI,PG,18,9,25.3,4.6,8.1,.572,0.6,1.2,.500,4.0,6.8,.585,.610,1.7,1.9,.882,0.9,2.3,3.2,4.9,1.1,0.3,0.8,1.2,11.5,,jonestr01
283,Sam Merrill,28,CLE,SG,71,4,19.7,2.4,6.0,.406,1.9,5.2,.372,0.5,0.8,.625,.567,0.4,0.4,.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,,merrisa01
284,Jalen Hood-Schifino,21,2TM,SG,14,0,20.5,2.5,6.4,.393,0.9,3.0,.310,1.6,3.4,.468,.466,1.1,1.4,.842,0.1,1.6,1.8,2.4,0.4,0.5,1.1,1.6,7.1,,hoodsja01
284,Jalen Hood-Schifino,21,LAL,SG,2,0,7.0,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,1.0,1.0,1.000,0.5,0.0,0.5,0.5,0.0,0.5,0.5,1.5,2.0,,hoodsja01
284,Jalen Hood-Schifino,21,PHI,SG,12,0,22.8,2.8,7.3,.386,1.1,3.5,.310,1.8,3.8,.457,.460,1.2,1.4,.824,0.1,1.9,2.0,2.8,0.4,0.5,1.3,1.7,7.9,,hoodsja01
285,Goga Bitadze,25,ORL,C,69,42,20.3,2.9,4.8,.615,0.0,0.4,.111,2.9,4.4,.660,.620,1.2,1.9,.643,2.4,4.3,6.6,1.9,0.7,1.4,1.0,2.1,7.1,,bitadgo01
286,Alex Caruso,30,OKC,SG,54,3,19.3,2.6,5.8,.446,1.1,3.1,.353,1.5,2.7,.556,.541,0.8,0.9,.824,0.7,2.2,2.9,2.5,1.6,0.6,0.7,1.9,7.1,,carusal01
